"";"siren";"siret";"activitePrincipaleUniteLegale";"trancheEffectifsEtablissement";"denominationUniteLegale";"categorieEntreprise";"typeVoieEtablissement";"libelleVoieEtablissement";"codePostalEtablissement";"libelleCommuneEtablissement"
"607";"418084265";"41808426500028";"87.30A";"12";"DEVELOPPEMENT CONSEIL INVESTISSEMENT STRATEGIE";"PME";"BD";"DE MOURCAIROL";"34240";"LAMALOU-LES-BAINS"
"608";"418096392";"41809639200141";"47.41Z";"02";"MICROMANIA";"ETI";"RUE";"DES PERTUISANES";"34000";"MONTPELLIER"
"609";"418115754";"41811575400057";"90.01Z";"12";"DELALUNE SARL";"PME";"RUE";"MARECHAL DODE";"38000";"GRENOBLE"
"610";"418153151";"41815315100034";"80.10Z";"32";"PROTECTION SECURITE INDUSTRIE";"ETI";"RUE";"PINA BAUSCH";"34080";"MONTPELLIER"
"611";"418185211";"41818521100020";"86.10Z";"32";"MEDIPOLE GARONNE";"ETI";"RUE";"DE GIRONIS";"31100";"TOULOUSE"
"612";"418193074";"41819307400014";"79.11Z";"03";"AGENCE CHINE TOURISME";"PME";"RUE";"DE TURBIGO";"75003";"PARIS 3"
"613";"418281481";"41828148100014";"94.99Z";"NN";"COLLECTIF D'ASSOCIATIONS LE LIEN";"PME";"CHE";"FRANCISCO DE GOYA";"31100";"TOULOUSE"
"614";"418285664";"41828566400045";"82.30Z";"11";"PAIN  VIN & COMPANY";"PME";"RUE";"CLAPEYRON";"75008";"PARIS 8"
"615";"418355079";"41835507900066";"88.10A";"12";"LE MAILLON";"PME";"AV";"ARISTIDE BRIAND";"13800";"ISTRES"
"616";"418428538";"41842853800049";"90.01Z";"01";"ASSOCIATION LABEL I.D.";"PME";"RUE";"DES HAUTS DES CASERNES";"11590";"CUXAC D'AUDE"
"617";"418457677";"41845767700031";"94.99Z";"02";"ASS CULTURELLE BIENFAISANCE MONTPELLIER";"PME";"";"LE GRAND MAIL";"34080";"MONTPELLIER"
"618";"418464285";"41846428500067";"88.99B";"21";"ASS OBJECTIF EMERGENCE 34";"PME";"PL";"DU QUEBEC";"34000";"MONTPELLIER"
"619";"418492112";"41849211200036";"62.02A";"22";"SDL FRANCE SARL";"PME";"AV";"GENERAL DE GAULLE";"93170";"BAGNOLET"
"620";"418568283";"41856828300026";"90.01Z";"00";"ASSOCIATION TOUT A FOND";"PME";"RUE";"SAINT EXUPERY";"34430";"SAINT-JEAN-DE-VEDAS"
"621";"418581799";"41858179900016";"46.38A";"11";"LA CRIEE AUX POISSONS DES PAYS D'AGDE";"PME";"QUAI";"COMMANDANT MERIC";"34300";"AGDE"
"622";"418644407";"41864440700029";"90.01Z";"NN";"ASSOCIATION AMITIES FRANCO COLOMBIENNES";"PME";"RUE";"DES ETATS GENERAUX";"34000";"MONTPELLIER"
"623";"418658571";"41865857100025";"59.11A";"31";"EGO PRODUCTIONS";"ETI";"RUE";"DES DECHARGEURS";"75001";"PARIS 1"
"624";"418695623";"41869562300045";"94.99Z";"02";"ASS CONCERTHAU";"PME";"PL";"DU SARDINAL";"34200";"SETE"
"625";"418716486";"41871648600026";"71.12B";"11";"MICA ENVIRONNEMENT";"PME";"RTE";"DE SAINT PONS";"34600";"BEDARIEUX"
"626";"418740395";"41874039500037";"88.99B";"03";"ASS LES RESTOS DU COEUR DES PO";"PME";"RUE";"MONTICELLI";"66000";"PERPIGNAN"
"627";"418915724";"41891572400029";"85.59A";"21";"ECOLE DE LA DEUXIEME CHANCE";"PME";"CHE";"MADRAGUE VILLE";"13015";"MARSEILLE 15"
"628";"418963005";"41896300500024";"45.11Z";"11";"DIAMANT AUTOMOBILES-GROUPE CAPEL";"ETI";"";"FONT DE LA BANQUIERE";"34970";"LATTES"
"629";"419040886";"41904088600154";"55.90Z";"0";"UMHIJ";"PME";"RUE";"CHRISTOPHE TURC";"38100";"GRENOBLE"
"630";"419232426";"41923242600025";"79.11Z";"NN";"COURANTS D 'AIR";"PME";"RUE";"VOLTAIRE";"38000";"GRENOBLE"
"631";"419237003";"41923700300035";"79.90Z";"12";"ASS EXECUTIVE COMITE DEP SEINE ST DENIS";"PME";"AV";"JEAN LOLIVE";"93500";"PANTIN"
"632";"419332101";"41933210100064";"63.11Z";"01";"EXPERT SA";"PME";"RUE";"DU NIGER";"75012";"PARIS 12"
"633";"419347711";"41934771100022";"88.91B";"02";"ESPAC.TRANSIT.ACCES JEUNE PLAC SOC PROF";"PME";"RTE";"DES CABANES CD 172";"34130";"MAUGUIO"
"634";"419347711";"41934771100048";"88.91B";"11";"ESPAC.TRANSIT.ACCES JEUNE PLAC SOC PROF";"PME";"RTE";"DES CABANES CD 172";"34130";"MAUGUIO"
"635";"419423082";"41942308200025";"70.10Z";"00";"GROUPE HELICE";"";"RUE";"JULES GUESDE";"92300";"LEVALLOIS-PERRET"
"636";"419426754";"41942675400018";"85.59A";"03";"CIVAM AGROBIOLOGIQUE 34";"PME";"";"MAS DE SAPORTA";"34970";"LATTES"
"637";"419440581";"41944058100017";"93.12Z";"21";"USAP";"PME";"ALL";"AIME GIRAL";"66000";"PERPIGNAN"
"638";"419464458";"41946445800167";"41.10A";"21";"OCEANIS DEVELOPPEMENT";"ETI";"RUE";"GILLES MARTINET";"34070";"MONTPELLIER"
"639";"419481411";"41948141100017";"93.12Z";"21";"SECTION PALOISE RUGBY PRO";"PME";"BD";"DE L AVIATION";"64000";"PAU"
"640";"419486212";"41948621200030";"94.99Z";"02";"ASSOCIATION LA PORTE OUVERTE";"PME";"RUE";"DU PUECH RADIER";"34970";"LATTES"
"641";"419501085";"41950108500080";"14.13Z";"0";"SOLUNE";"PME";"RUE";"DE LA PIERRE LEVEE";"75011";"PARIS 11"
"642";"419510144";"41951014400043";"49.31Z";"01";"VECTALIA TRANSPORT URBAIN";"ETI";"RUE";"SANTOS DUMONT";"66000";"PERPIGNAN"
"643";"419560321";"41956032100012";"79.90Z";"12";"OFFICE MUNICIPAL DE TOURISME";"PME";"PL";"DU 1ER OCTOBRE";"34280";"LA GRANDE-MOTTE"
"644";"419565395";"41956539500029";"66.30Z";"11";"GALAXY";"PME";"CHE";"ZA LE MOULIN ROUL";"30920";"CODOGNAN"
"645";"419603113";"41960311300012";"87.10A";"12";"LES CHATAIGNERS SARL";"PME";"";"LE VILLAGE";"07530";"VALLEES-D'ANTRAIGUES-ASPERJOC"
"646";"419606181";"41960618100032";"90.02Z";"03";"EURO COSTUMES";"PME";"RUE";"DIDEROT";"93500";"PANTIN"
"647";"419741772";"41974177200026";"85.20Z";"12";"ECOLE INTERNATIONALE ERIDAN";"PME";"CITE";"DU SOLEIL (AV MAURIN )";"34070";"MONTPELLIER"
"648";"419851241";"41985124100010";"70.10Z";"21";"SOCIETE DE GESTION D'AMINISTRATION ET DE MANAGEMENT";"ETI";"";"ZONE INDUSTRIEL PLAISANCE";"11100";"NARBONNE"
"649";"419852413";"41985241300055";"70.21Z";"12";"QUINTE ET SENS";"PME";"RUE";"DU GENERAL FOY";"75008";"PARIS 8"
"650";"419948781";"41994878100051";"68.20A";"02";"GRAND SUD ACCUEIL";"PME";"RUE";"NIVOSE";"34000";"MONTPELLIER"
"651";"419958186";"41995818600019";"90.01Z";"01";"LES ELVIS PLATINES";"PME";"";"LE VERNET";"30440";"SUMENE"
"652";"420020349";"42002034900023";"87.30A";"12";"RESIDENCE LES MIMOSAS";"ETI";"RUE";"DES ARTS";"11100";"NARBONNE"
"653";"420096364";"42009636400021";"93.12Z";"12";"MONTPELLIER WATER POLO";"PME";"AV";"JACQUES CARTIER";"34000";"MONTPELLIER"
"654";"420128548";"42012854800013";"47.78C";"NN";"";"PME";"RUE";"EN GONDEAU";"34000";"MONTPELLIER"
"655";"420202640";"42020264000025";"90.01Z";"01";"FABRIK'THEATRE";"PME";"RUE";"DU THEATRE";"84000";"AVIGNON"
"656";"420293003";"42029300300026";"59.11C";"01";"CP PRODUCTION";"PME";"RUE";"DU JEU DE BALLON";"34000";"MONTPELLIER"
"657";"420429581";"42042958100010";"90.02Z";"NN";"LA TROUSSE A TALENT";"";"AV";"MARECHAL FOCH";"34500";"BEZIERS"
"658";"420485195";"42048519500069";"80.10Z";"12";"ASS D'ENQUETE ET DE MEDIATION";"PME";"RUE";"VOLTAIRE";"60100";"CREIL"
"659";"420495178";"42049517800683";"51.10Z";"32";"SOCIETE AIR FRANCE";"GE";"RTE";"DES CRETES";"06560";"VALBONNE"
"660";"420573347";"42057334700069";"81.21Z";"0";"IMMO CLEAN PERFORMANCE";"PME";"RUE";"SULLY";"30000";"NIMES"
"661";"420641102";"42064110200033";"94.99Z";"NN";"AICLER PROVENCE";"PME";"QUAI";"DELVIEUX SUD";"83860";"NANS-LES-PINS"
"662";"420670499";"42067049900052";"86.90D";"0";"";"PME";"IMP";"DES TROIS POINTES";"34980";"SAINT-GELY-DU-FESC"
"663";"420690893";"42069089300037";"73.11Z";"11";"GECODIS (GROUPE EUROPEEN DE COMMUNICATION ET DE DISTRIBUTION)";"PME";"RUE";"DE PARADIS";"75010";"PARIS 10"
"664";"420737876";"42073787600037";"94.99Z";"11";"L HORIZON ARCHE DE JEAN VANIER";"PME";"AV";"DE CASTELNAU";"34090";"MONTPELLIER"
"665";"420747909";"42074790900018";"85.31Z";"21";"OGEC NOTRE DAME DES 3 RIVIERES";"PME";"AV";"DU PRESIDENT KENNEDY";"40280";"SAINT-PIERRE-DU-MONT"
"666";"420783383";"42078338300060";"59.12Z";"12";"ELIOTE";"PME";"RUE";"DU VIEUX PONT DE SEVRES";"92100";"BOULOGNE-BILLANCOURT"
"667";"420826257";"42082625700024";"94.99Z";"01";"ARTISANS DU MONDE";"PME";"RUE";"SAINT FIRMIN";"34000";"MONTPELLIER"
"668";"420858441";"42085844100058";"74.90B";"01";"";"PME";"RUE";"DU TORRENT";"48000";"MENDE"
"669";"420906091";"42090609100038";"90.02Z";"01";"ASSOCIATION 280 COMMUNICATIONS";"PME";"RUE";"BEAU SEJOUR";"34000";"MONTPELLIER"
"670";"420916918";"42091691800048";"30.30Z";"53";"AIRBUS OPERATIONS";"GE";"RTE";"DE BAYONNE";"31300";"TOULOUSE"
"671";"420937229";"42093722900029";"96.01A";"41";"AD3";"GE";"CHE";"DU MOULIN CARRON";"69570";"DARDILLY"
"672";"421037029";"42103702900079";"68.20B";"02";"HABITAT GESTION";"PME";"RUE";"MARCEL DEMONQUE";"84140";"AVIGNON"
"673";"421037219";"42103721900019";"59.11B";"01";"NOVA MEDIA";"PME";"AV";"DE CASTELNAU";"34090";"MONTPELLIER"
"674";"421100645";"42110064500967";"64.19Z";"41";"LA BANQUE POSTALE";"GE";"RUE";"DE SEVRES";"75006";"PARIS 6"
"675";"421134701";"42113470100018";"99.00Z";"03";"DELEGATION PERMANENTE DU KOWEIT";"PME";"RUE";"MIOLLIS";"75015";"PARIS 15"
"676";"421173329";"42117332900028";"90.02Z";"NN";"ASSOCIATION LES CHIENS ANDALOUS";"PME";"PL";"SAINT DENIS";"34000";"MONTPELLIER"
"677";"421173329";"42117332900036";"90.02Z";"01";"ASSOCIATION LES CHIENS ANDALOUS";"PME";"RUE";"DE VERDUN";"34000";"MONTPELLIER"
"678";"421174038";"42117403800032";"24.10Z";"51";"ARCELORMITTAL MEDITERRANEE";"GE";"";"ZONE INDUSTRIELLE";"13270";"FOS-SUR-MER"
"679";"421216276";"42121627600087";"87.30A";"21";"MEDOTELS";"GE";"AV";"DE LA POMPIGNANE";"34000";"MONTPELLIER"
"680";"421216276";"42121627600111";"87.30A";"21";"MEDOTELS";"GE";"RUE";"DU DR JEAN VAQUIER";"93160";"NOISY-LE-GRAND"
"681";"421216276";"42121627600285";"87.30A";"0";"MEDOTELS";"GE";"";"ZI";"25870";"DEVECEY"
"682";"421216276";"42121627600293";"87.30A";"21";"MEDOTELS";"GE";"AV";"GEORGES POMPIDOU";"25200";"MONTBELIARD"
"683";"421217084";"42121708400035";"91.03Z";"NN";"ASS LE PASSE MURAILLE";"PME";"RUE";"SEGUIER";"30000";"NIMES"
"684";"421217084";"42121708400050";"91.03Z";"0";"ASS LE PASSE MURAILLE";"PME";"RUE";"DE SARAGOSSE";"34080";"MONTPELLIER"
"685";"421221813";"42122181300015";"94.99Z";"03";"CENT ACTION REALISAT INTERNATIONALES";"PME";"";"";"34380";"VIOLS-LE-FORT"
"686";"421233560";"42123356000034";"82.92Z";"21";"3S";"PME";"RTE";"DE MONTAGNAC";"34560";"VILLEVEYRAC"
"687";"421261538";"42126153800035";"88.99B";"03";"APDRA PISCICULTURE PAYSANNE";"PME";"AV";"DE FRANCE";"91300";"MASSY"
"688";"421294679";"42129467900020";"59.11A";"NN";"IMAGES 30";"PME";"RUE";"ALBERT DHALENNE";"93400";"SAINT-OUEN-SUR-SEINE"
"689";"421332594";"42133259400025";"01.21Z";"01";"DOMAINE DE TOASC";"";"CHE";"DE CREMAT";"06200";"NICE"
"690";"421332735";"42133273500040";"90.01Z";"00";"COMPAGNIE SILOBULLE";"PME";"RUE";"DES AMANDIERS";"34880";"LAVERUNE"
"691";"421377946";"42137794600031";"70.22Z";"12";"VALECO";"ETI";"RUE";"MAURICE BEJART";"34080";"MONTPELLIER"
"692";"421410911";"42141091100018";"88.91A";"11";"LES GARRIGAIRES";"PME";"";"LE VILLAGE";"34270";"LAURET"
"693";"421449190";"42144919000022";"87.10A";"12";"C N R J";"PME";"RUE";"DU PUITS NEUF";"34110";"VIC-LA-GARDIOLE"
"694";"421490160";"42149016000031";"93.29Z";"NN";"ASSOCIATION  LE PETIT PAUSAILLEUR";"PME";"";"MAIL ANTOINE BOURDELLE";"37000";"TOURS"
"695";"421503053";"42150305300017";"47.61Z";"12";"GIBERT JOSEPH MONTPELLIER";"ETI";"PL";"MARTYRS DE LA RESISTANCE";"34000";"MONTPELLIER"
"696";"421520461";"42152046100011";"85.59A";"00";"CORALLIS UNIVERSITE";"PME";"RUE";"DU MONT BLANC";"69960";"CORBAS"
"697";"421575820";"42157582000038";"87.10A";"21";"ASSOCIATION LA PIERRE ANGULAIRE";"ETI";"AV";"DU GENERAL DE GAULLE";"26270";"LORIOL-SUR-DROME"
"698";"421596768";"42159676800026";"90.01Z";"NN";"MOZAIK";"PME";"RUE";"JEAN MONNET";"34830";"CLAPIERS"
"699";"421653775";"42165377500039";"70.22Z";"01";"ATHENA STRATEGY";"PME";"AV";"ROUMANILLE";"06410";"BIOT"
"700";"421664376";"42166437600033";"90.01Z";"NN";"RANK'ART";"PME";"AV";"DU CHATEAU D O";"34090";"MONTPELLIER"
"701";"421664376";"42166437600041";"90.01Z";"01";"RANK'ART";"PME";"RUE";"DE LA ROCHELLE";"34000";"MONTPELLIER"
"702";"421699919";"42169991900021";"64.20Z";"21";"GROUPE SYNERGIA";"ETI";"RPT";"DE L AMITIE";"84200";"CARPENTRAS"
"703";"421820556";"42182055600049";"85.59A";"0";"";"PME";"RUE";"DE MERIC";"34090";"MONTPELLIER"
"704";"421849183";"42184918300015";"94.99Z";"02";"ASSOC CONFLUENCES";"PME";"RUE";"COLLOT";"34000";"MONTPELLIER"
"705";"421898776";"42189877600024";"75.00Z";"03";"SCP MONKERHEY RIDEL PLANCON";"PME";"ALL";"JOHN BOLLAND";"34500";"BEZIERS"
"706";"422017087";"42201708700038";"88.99B";"03";"RESEDA";"PME";"AV";"JEAN BAPTISTE DUMAS";"30100";"ALES"
"707";"422067462";"42206746200032";"86.90D";"NN";"";"PME";"RUE";"VICTOR HUGO";"30800";"SAINT-GILLES"
"708";"422080150";"42208015000044";"46.49Z";"02";"SARL PIROUETTE EDITIONS";"PME";"RUE";"DES ARTISANS";"67920";"SUNDHOUSE"
"709";"422101535";"42210153500249";"49.39B";"32";"VORTEX";"ETI";"RUE";"SAINT EXUPERY";"34430";"SAINT-JEAN-DE-VEDAS"
"710";"422136143";"42213614300282";"96.09Z";"NN";"WIMOOV";"PME";"RUE";"NICOLAS LEBLANC";"59000";"LILLE"
"711";"422156356";"42215635600020";"90.03A";"NN";"";"PME";"RUE";"BURDEAU";"69001";"LYON 1ER"
"712";"422160499";"42216049900352";"78.20Z";"0";"AXE TRAVAIL TEMPORAIRE";"GE";"RUE";"DE CHATILLON";"35510";"CESSON-SEVIGNE"
"713";"422296707";"42229670700041";"59.11A";"00";"AGENCE MEDITERRANEENNE DE DEVELOPPEMENT AUDIOVISUEL";"PME";"RUE";"BONNETERIE";"84000";"AVIGNON"
"714";"422299586";"42229958600038";"90.01Z";"NN";"ASSOCIATION DU FESTIVAL DE LA FICTION";"PME";"RUE";"DE DOUAI";"75009";"PARIS 9"
"715";"422374728";"42237472800026";"94.99Z";"11";"VILLA NOAILLES";"PME";"";"VC MONTEE DE NOAILLES";"83400";"HYERES"
"716";"422404970";"42240497000036";"85.59A";"12";"LYON BLEU INTERNATIONAL";"PME";"RUE";"DUGUESCLIN";"69006";"LYON 6EME"
"717";"422443242";"42244324200025";"60.20B";"00";"TVSUD CAMARGUE-CEVENNES";"PME";"RUE";"LE CORBUSIER";"30000";"NIMES"
"718";"422443242";"42244324200033";"60.20B";"11";"TVSUD CAMARGUE-CEVENNES";"PME";"ALL";"BOISSY D ANGLAS";"30000";"NIMES"
"719";"422511204";"42251120400170";"71.12B";"11";"BERTIN TECHNOLOGIES";"ETI";"RUE";"DU PROF PIERRE VELLAS";"31300";"TOULOUSE"
"720";"422596353";"42259635300025";"58.11Z";"21";"MICHEL LAFON PUBLISHING";"PME";"AV";"ACHILLE PERETTI";"92200";"NEUILLY-SUR-SEINE"
"721";"422611905";"42261190500023";"85.59A";"0";"EURODOC";"PME";"RUE";"ASTRUC";"34000";"MONTPELLIER"
"722";"422611905";"42261190500031";"85.59A";"00";"EURODOC";"PME";"RUE";"DES BALANCES";"34000";"MONTPELLIER"
"723";"422638106";"42263810600035";"47.91B";"12";"HOP'TOYS";"PME";"RUE";"RAYMOND RECOULY";"34070";"MONTPELLIER"
"724";"422658625";"42265862500047";"85.59A";"21";"ASS APAFASE GARD IFME";"PME";"CHE";"DU BACHAS";"30000";"NIMES"
"725";"422707901";"42270790100019";"90.02Z";"NN";"ASSOCIATION JAZZAMEZE";"PME";"RUE";"VICTOR HUGO";"34140";"MEZE"
"726";"422716878";"42271687800091";"71.12B";"12";"MINT";"PME";"RUE";"D ODIN";"34000";"MONTPELLIER"
"727";"422915116";"42291511600020";"94.99Z";"11";"ASS MIGRATION SOLIDARITE ECHANGE DEVEL";"PME";"RUE";"DE BOSTON";"67000";"STRASBOURG"
"728";"422973388";"42297338800024";"73.11Z";"02";"CITRON PRESSE";"PME";"CRS";"PASTEUR";"33000";"BORDEAUX"
"729";"423042878";"42304287800011";"59.11C";"01";"SARRAZINK PRODUCTION";"PME";"RUE";"DAMREMONT";"75018";"PARIS 18"
"730";"423147180";"42314718000032";"91.02Z";"01";"MUSEE INTERNATIONAL ART MODESTE";"PME";"QUAI";"MAL DE LATTRE DE TASSIGNY";"34200";"SETE"
"731";"423225572";"42322557200035";"94.99Z";"0";"ASSOC DEVELOP EMPLOI AGRICOLE RURAL";"";"RUE";"CAP DE BRESSON";"05000";"GAP"
"732";"423230556";"42323055600023";"86.90D";"0";"";"PME";"BD";"VICTOR HUGO";"34110";"FRONTIGNAN"
"733";"423257336";"42325733600028";"74.30Z";"00";"AVERROES SARL";"PME";"RUE";"DU FAUBOURG DU COURREAU";"34000";"MONTPELLIER"
"734";"423260843";"42326084300010";"94.99Z";"01";"LIBRAIRIE SCRUPULE";"PME";"RUE";"DU FAUBOURG FIGUEROLLES";"34070";"MONTPELLIER"
"735";"423333418";"42333341800014";"43.99C";"12";"MAISONS EURO FRANCE";"PME";"RUE";"THEODORE BAC";"87100";"LIMOGES"
"736";"423355312";"42335531200012";"93.12Z";"01";"ASSOCIATION  SPORTIVE LATTOISE";"PME";"RTE";"DE PEROLS";"34970";"LATTES"
"737";"423367838";"42336783800012";"94.99Z";"NN";"VIVRE ENSEMBLE CITOYEN QUARTIER CEVENNES";"PME";"AV";"DU PROFESSEUR LOUIS RAVAS";"34080";"MONTPELLIER"
"738";"423367838";"42336783800020";"94.99Z";"03";"VIVRE ENSEMBLE CITOYEN QUARTIER CEVENNES";"PME";"AV";"DU PROFESSEUR LOUIS RAVAS";"34080";"MONTPELLIER"
"739";"423379338";"42337933800035";"42.22Z";"22";"RES";"ETI";"RUE";"DU MOURELET";"84000";"AVIGNON"
"740";"423398460";"42339846000018";"74.30Z";"03";"RAPTRAD SUD OUEST";"PME";"RUE";"NICOLAS LOUIS VAUQUELIN";"31100";"TOULOUSE"
"741";"423454180";"42345418000021";"59.11B";"03";"DACOR PRODUCTIONS";"PME";"RUE";"DE L'EST";"92100";"BOULOGNE-BILLANCOURT"
"742";"423458280";"42345828000025";"85.59A";"11";"ESJ PRO";"ETI";"RUE";"DU 56E REGIMENT D'ARTILLERIE";"34070";"MONTPELLIER"
"743";"423494335";"42349433500023";"87.10A";"21";"UNION GEST ETS CAISSE ASSUR MALAD AQUITA";"ETI";"";"";"64480";"USTARITZ"
"744";"423564368";"42356436800029";"93.12Z";"02";"CASTELNAU LE CRES FOOTBALL CLUB";"PME";"AV";"DE L EUROPE";"34170";"CASTELNAU-LE-LEZ"
"745";"423567007";"42356700700061";"73.11Z";"01";"RICHARD PESTOUR COMMUNICATION";"PME";"RUE";"DE LA CHAUSSEE D ANTIN";"75009";"PARIS 9"
"746";"423591239";"42359123900011";"93.12Z";"02";"RACING CLUB OLYPIQUE AGATHOIS";"PME";"";"SEPT FONDS";"34300";"AGDE"
"747";"423627595";"42362759500014";"86.10Z";"22";"CHAMPEAU MEDITERRANEE";"ETI";"AV";"ENSEIGNE ALBERTINI";"34500";"BEZIERS"
"748";"423636851";"42363685100028";"85.59A";"12";"ACCENT FRANCAIS";"PME";"RUE";"DE VERDUN";"34000";"MONTPELLIER"
"749";"423737576";"42373757600045";"64.20Z";"11";"LES MAISONS D'ARLES";"PME";"RUE";"DE LA REPUBLIQUE";"13200";"ARLES"
"750";"423767839";"42376783900024";"85.59A";"NN";"";"PME";"";"CAMI DE LA PINEDA";"34270";"SAINT-JEAN-DE-CUCULLES"
"751";"423767888";"42376788800013";"86.90F";"NN";"";"PME";"RUE";"DE LA FONTAINETTE";"34730";"PRADES-LE-LEZ"
"752";"423785526";"42378552600033";"71.12B";"12";"MAP CLIM";"PME";"RUE";"RUE DE SIRAZAC";"33370";"TRESSES"
"753";"423802099";"42380209900022";"94.99Z";"02";"ASSOCIATION LES MOYENS DU BORD";"PME";"QUAI";"DE LEON";"29600";"MORLAIX"
"754";"423806355";"42380635500099";"85.59B";"03";"MAESTRIS";"PME";"RUE";"TRUGUET";"83000";"TOULON"
"755";"423868835";"42386883500046";"84.30A";"21";"UGCAMIF UNION GEST CAISS ASSUR MAL";"ETI";"PL";"DU GENERAL DE GAULLE";"93100";"MONTREUIL"
"756";"423872910";"42387291000017";"64.20Z";"00";"GROUPE TRANSATLANTIC";"ETI";"AV";"EMILE ZOLA";"75015";"PARIS 15"
"757";"423910165";"42391016500038";"58.14Z";"11";"ECOPRESSE";"PME";"AV";"DU GOLF";"34670";"BAILLARGUES"
"758";"423963834";"42396383400027";"87.30A";"21";"BALBI PREVOYANCE";"PME";"LD";"PRECOJO";"20600";"FURIANI"
"759";"424032175";"42403217500020";"93.12Z";"01";"COMITE DEPART RANDONNEE PEDESTRE DU VAR";"PME";"RUE";"PICOT";"83000";"TOULON"
"760";"424041119";"42404111900027";"72.19Z";"01";"ASSO RECHER NEURO IMAGERIE GUI CHAULIAC";"PME";"AV";"AUGUSTIN FLICHE";"34090";"MONTPELLIER"
"761";"424134229";"42413422900014";"90.01Z";"03";"LE SIRQUE";"PME";"";"MAIRIE";"87800";"NEXON"
"762";"424170124";"42417012400046";"74.20Z";"01";"ASS. NEGPOS ATELIER PHOTOGRAPHIQUE";"PME";"CRS";"NEMAUSUS";"30000";"NIMES"
"763";"424173995";"42417399500012";"56.10A";"11";"LE ZEBRE BLEU";"PME";"RTE";"DE PALAVAS";"34970";"LATTES"
"764";"424180362";"42418036200057";"59.11C";"02";"CAPRICCI FILMS";"PME";"RUE";"SAINTE CATHERINE";"33000";"BORDEAUX"
"765";"424398410";"42439841000037";"88.99B";"02";"ACCUEIL LAGHOUAT";"PME";"RUE";"RICHOMME";"75018";"PARIS 18"
"766";"424456846";"42445684600064";"70.22Z";"11";"CLAIR DE LUNE";"PME";"RUE";"ST POLYCARPE";"69001";"LYON 1ER"
"767";"424474609";"42447460900049";"47.91B";"22";"MADE IN DESIGN";"PME";"RUE";"DE COMBOIRE";"38130";"ECHIROLLES"
"768";"424484053";"42448405300022";"70.22Z";"NN";"";"PME";"";"LOU PRAT";"11350";"PAZIOLS"
"769";"424523066";"42452306600027";"68.31Z";"02";"EURL AGI IMMOBILIER";"PME";"RUE";"DE LA ROQUETURIERE";"34090";"MONTPELLIER"
"770";"424562890";"42456289000030";"70.10Z";"12";"HUTTOPIA";"ETI";"RUE";"DU CHAPOLY";"69290";"SAINT-GENIS-LES-OLLIERES"
"771";"424571776";"42457177600030";"68.31Z";"01";"PATRIMUM ISSA IMMOBILIER";"PME";"AV";"DE MURET";"31300";"TOULOUSE"
"772";"424596492";"42459649200035";"84.30A";"21";"UGECAM OCCITANIE";"ETI";"RUE";"DE TIPASA";"34080";"MONTPELLIER"
"773";"424596492";"42459649200043";"84.30A";"22";"UGECAM OCCITANIE";"ETI";"AV";"GEORGES FRECHE";"34170";"CASTELNAU-LE-LEZ"
"774";"424596492";"42459649200050";"84.30A";"31";"UGECAM OCCITANIE";"ETI";"AV";"GEORGES FRECHE";"34170";"CASTELNAU-LE-LEZ"
"775";"424596492";"42459649200118";"84.30A";"31";"UGECAM OCCITANIE";"ETI";"PL";"GENERAL DE GAULLE";"34240";"LAMALOU-LES-BAINS"
"776";"424596492";"42459649200126";"84.30A";"21";"UGECAM OCCITANIE";"ETI";"";"CHATEAU CASTEL NOUVEL";"31490";"LEGUEVIN"
"777";"424596492";"42459649200134";"84.30A";"NN";"UGECAM OCCITANIE";"ETI";"AV";"LOUIS BLERIOT";"34170";"CASTELNAU-LE-LEZ"
"778";"424596492";"42459649200159";"84.30A";"12";"UGECAM OCCITANIE";"ETI";"AV";"GEORGES FRECHE";"34170";"CASTELNAU-LE-LEZ"
"779";"424596492";"42459649200167";"84.30A";"12";"UGECAM OCCITANIE";"ETI";"AV";"GEORGES FRECHE";"34170";"CASTELNAU-LE-LEZ"
"780";"424596492";"42459649200175";"84.30A";"21";"UGECAM OCCITANIE";"ETI";"CHE";"DU SEMAPHORE";"30820";"CAVEIRAC"
"781";"424620227";"42462022700043";"86.10Z";"22";"UNION GESTION ETS CAISSES ASSUR MALADIE";"ETI";"";"DOMAINE DU PLOVIER";"26320";"SAINT-MARCEL-LES-VALENCE"
"782";"424673473";"42467347300023";"69.10Z";"NN";"";"PME";"";"CHATEAU DE L ISLETTE";"37190";"AZAY-LE-RIDEAU"
"783";"424718831";"42471883100037";"90.01Z";"03";"ASS CLOWNENROUTE";"PME";"";"MAIRIE";"47310";"MOIRAX"
"784";"424739084";"42473908400046";"88.99B";"21";"ASSOCIATION PREVENTION AUTISME RECHERCHE";"PME";"RTE";"DE SAINT CANADET";"13100";"AIX-EN-PROVENCE"
"785";"424887784";"42488778400074";"74.30Z";"12";"TRANSPERFECT TRADUCTIONS";"PME";"RUE";"LEON BLUM";"34000";"MONTPELLIER"
"786";"425026937";"42502693700044";"88.99B";"11";"FRANCE VICTIMES 12 - ADAVEM";"PME";"CHE";"DE LA TOUCADE";"12000";"RODEZ"
"787";"425039773";"42503977300345";"77.29Z";"21";"VITALAIRE";"GE";"AV";"DES MONDAULTS";"33270";"FLOIRAC"
